가구번호,시도,주택층수,거주층수,주택방향,건축년도,침실(방수),거실수,욕실수,주택소유형태,현주택 거주년수,주 난방방식,주 난방연료,보조 난방방식(택1),보조 난방방식(택2),냉방방식,에어컨 설정 온도,주 취사연료,경제활동 가구원수,65세 이상 노인수,가구주성별,가구주교육정도,가구주직업,가구특성1,가구특성2,연간에너지소비량계,연간일반전력소비량,연간심야전력소비량,연간도시가스소비량,연간석유소비량계,연간프로판소비량,자가용 총 보유대수,연간지역난방소비량,연간연탄소비량,주난방시설,가중치,최종가중치,도시규모,주택형태,주택면적,가구원수,가구원구성,가구주연령대,가구 월평균소득
11001011,11,2,2,3,2,4,1,2,,12,1,5,,1,3,18,4,1,1,2,1,5,1,,9179.681648,3692.09,0,575.6936,0,0,1,0,0,3,10308.66592,12673.33042,1,1,4,3,3,5,3
11001069,11,15,11,1,5,3,1,2,,10,2,6,,1,3,21,4,1,0,1,3,1,1,,9616.274,3242.4,0,67,0,0,1,6129,0,4,7780.534684,4958.690343,1,3,4,4,3,3,4
11001070,11,29,28,5,5,3,1,2,,7,2,6,,1,3,23,4,1,0,2,2,3,1,,8308.174327,3417.065,0,167.9289,0,0,0,3618,0,4,7780.534684,9722.599177,1,3,4,3,3,5,3
11001071,11,5,2,6,5,3,1,2,,5,1,5,,1,3,28,4,1,0,1,3,1,1,,3407.5694,3962.29,0,0,0,0,1,0,0,3,9765.798,6896.578474,1,2,4,4,3,1,4
11001072,11,29,25,6,4,3,1,2,,7,2,6,,1,3,28,4,1,0,1,3,1,1,,9778.9507,3177.745,0,163,0,0,1,5346,0,4,7780.534684,4958.690343,1,3,4,4,3,3,4
11001073,11,14,8,6,4,3,1,2,,7,1,5,,1,3,23,4,1,0,1,3,1,1,,2722.9019,3166.165,0,0,0,0,1,0,0,3,7780.534684,5217.596635,1,3,4,4,3,3,4
11001075,11,15,7,5,5,3,1,2,,6,1,5,,1,3,26,4,1,0,1,3,1,1,,7959.9016,3458.56,0,478,0,0,1,0,0,3,7780.534684,5217.596635,1,3,4,4,3,2,3
11001076,11,17,15,3,5,3,1,2,,8,1,5,,1,1,,4,2,0,1,3,1,1,,8726.328061,3637.085,0,536.7627,0,0,1,0,0,3,7780.534684,5217.596635,1,3,3,4,3,4,2
11001077,11,10,9,6,4,2,1,1,,4,1,5,,1,3,24,4,1,0,1,3,1,1,,10081.3605,3443.12,0,682.6728,0,0,1,0,0,3,7780.534684,10230.24171,1,3,3,3,3,3,3
11001078,11,2,2,3,4,3,1,1,,14,1,5,,1,3,28,4,1,0,1,3,1,1,,14713.2247,3525.145,0,1120,0,0,1,0,0,3,10308.66592,6463.613282,1,1,3,4,3,3,4
11001079,11,20,6,1,3,2,1,1,,4,2,6,,1,3,27,4,1,0,1,3,1,1,,5894.5106,3178.71,0,124,0,0,2,1867.5,0,4,7780.534684,4958.690343,1,3,3,4,3,2,4
11001080,11,5,5,3,5,3,1,1,,7,2,6,,1,3,25,4,1,0,1,3,1,1,,10529.1959,3513.565,0,171,0,0,1,5724,0,4,7780.534684,4958.690343,1,3,4,4,3,4,3
11001081,11,15,8,6,5,3,1,2,,4,2,6,,1,3,24,4,1,0,1,4,1,1,,10287.7397,3380.395,0,120,0,0,1,6129,0,4,7780.534684,4958.690343,1,3,4,4,3,3,4
11001082,11,5,3,5,4,3,1,1,,6,2,6,,1,3,26,4,1,0,1,3,1,1,,12218.6561,3608.135,0,62,0,0,1,8469,0,4,7780.534684,4958.690343,1,3,4,4,3,3,4
11001084,11,20,2,5,3,2,1,1,,4,2,6,,1,3,27,4,1,0,1,3,1,1,,6274.6557,3611.995,0,38,0,0,1,2772,0,4,7780.534684,10532.00279,1,3,2,2,2,3,2
11001085,11,3,3,6,4,3,1,1,,4,1,5,,1,3,26,4,2,0,2,2,1,3,,13407.9062,3414.17,0,1004,0,0,1,0,0,3,9765.798,13522.25357,1,2,3,3,5,4,2
11001086,11,4,3,3,5,2,1,1,,6,1,5,,1,3,24,4,2,0,1,3,1,1,,10810.4351,3231.785,0,770,0,0,1,0,0,3,9765.798,13522.25357,1,2,2,3,3,2,3
11001087,11,2,2,3,3,2,1,1,,7,1,5,,1,3,23,4,1,0,1,3,3,1,,10377.6431,3444.085,0,711,0,0,1,0,0,3,10308.66592,6463.613282,1,1,3,4,3,3,2
11001088,11,2,1,5,4,2,1,1,,4,1,5,,1,1,,4,2,0,1,2,3,1,,19455.8714,3363.99,0,1588,0,0,0,0,0,3,10308.66592,13728.38157,1,1,2,2,2,4,2
11001089,11,5,4,3,5,4,1,1,,4,2,6,,1,1,,4,3,0,1,3,1,1,,7340.6705,3604.275,0,94,0,0,0,3260.574,0,4,7780.534684,6002.36893,1,3,4,4,3,4,3
11001090,11,15,10,5,4,4,1,2,,12,2,6,,1,1,,4,2,0,1,4,3,1,,16680.6203,3857.105,0,107,0,0,0,12247.5,0,4,7780.534684,4958.690343,1,3,4,4,3,5,2
11001091,11,15,6,3,4,2,1,1,,12,2,6,,1,3,23,4,1,0,1,3,999999,1,,7078.6618,3784.73,0,54,0,0,0,3260.574,0,4,7780.534684,4958.690343,1,3,3,4,3,3,4
11001092,11,15,14,7,4,2,0,1,,8,2,6,,1,3,26,4,1,0,1,3,1,1,,9902.4944,3431.54,0,59,0,0,2,6336,0,4,7780.534684,9722.599177,1,3,2,3,3,2,2
11001093,11,15,9,6,5,2,1,1,,7,2,6,,1,3,25,4,2,0,1,3,1,1,,10462.5136,3728.76,0,146,0,0,0,5733,0,4,7780.534684,9722.599177,1,3,2,3,3,4,3
11001094,11,18,1,5,4,3,1,1,,4,1,5,,1,3,24,4,2,0,1,3,1,4,,14719.3927,3544.445,0,1119,0,0,1,0,0,3,7780.534684,11081.90641,1,3,3,2,2,3,3
11001095,11,25,15,3,5,3,1,1,,4,2,5,,1,3,26,4,1,0,1,2,3,1,,4591.4763,3895.705,0,119,0,0,1,0,0,3,7780.534684,15913.98392,1,3,3,4,3,3,3
11001096,11,15,6,3,4,3,1,2,,6,1,5,,3,3,25,4,2,0,1,4,1,1,,9152.6276,3111.16,0,621,0,0,1,0,0,3,7780.534684,11081.90641,1,3,4,2,2,4,3
11001097,11,23,14,5,3,3,1,2,,4,1,5,,1,3,22,4,1,0,1,3,1,1,,6946.897,3020.45,0,417,0,0,1,0,0,3,7780.534684,6315.768432,1,3,3,4,3,2,3
11001098,11,40,11,1,4,3,1,2,,12,2,6,,1,1,,4,1,0,1,3,1,1,,8884.8698,3572.43,0,106,0,0,1,4707,0,4,7780.534684,9722.599177,1,3,5,3,3,2,4
11001100,11,23,23,4,5,4,1,2,,10,1,5,,1,3,25,4,1,0,1,3,1,1,,15891.5897,3573.395,0,1229,0,0,2,0,0,3,7780.534684,5217.596635,1,3,4,4,3,3,4
11001101,11,23,7,4,5,4,1,2,,7,1,5,,1,3,25,4,1,0,1,3,3,1,,13620.2546,3236.61,0,1039,0,0,1,0,0,3,7780.534684,5217.596635,1,3,4,4,3,3,3
11001102,11,4,4,3,5,3,1,1,,13,1,5,,1,1,,4,2,999999,1,3,1,1,,13801.8054,3132.39,0,1065,0,0,0,0,0,3,9765.798,13522.25357,1,2,4,3,3,4,3
11001103,11,2,1,3,2,2,1,1,,6,1,2,,1,3,24,3,1,0,1,2,3,1,,22206.2478,3495.23,0,0,1965,160,0,0,0,2,10308.66592,2649.162321,1,1,3,4,3,4,2
11001104,11,4,3,2,5,3,1,1,,16,1,5,,1,3,23,4,2,1,1,2,3,999999,,15248.5803,3953.605,0,1136,0,0,0,0,0,3,9765.798,8348.133377,1,2,3,4,4,5,2
11001105,11,1,1,2,3,1,0,1,,19,1,2,,1,1,,3,0,1,2,1,5,2,,11933.5006,3564.71,0,0,795,156,0,0,0,2,10308.66592,15977.52022,1,1,1,1,1,5,1
11001106,11,25,21,5,4,3,1,1,,10,1,5,,1,3,24,4,2,0,1,3,1,1,,6733.7546,3815.61,0,331,0,0,0,0,0,3,7780.534684,11081.90641,1,3,3,2,2,5,3
11001107,11,12,1,3,4,3,1,1,,7,1,5,,1,1,,4,1,0,1,3,1,1,,9485.2185,1751.475,0,765,0,0,1,0,0,3,7780.534684,10230.24171,1,3,3,3,3,2,2
11001108,11,16,7,3,5,4,1,2,,10,1,5,,1,3,28,4,1,0,1,3,3,1,,12484.41528,4576.995,0,819.5781,0,0,1,0,0,3,7780.534684,10230.24171,1,3,5,3,3,4,4
11002030,11,3,2,6,4,2,1,1,,8,1,5,,1,3,23,4,1,0,2,2,5,1,,4187.327263,3208.625,0,136.9041,0,0,1,0,0,3,10308.66592,12673.33042,1,1,2,3,3,4,2
11002032,11,2,2,3,3,4,1,2,,7,1,5,,3,3,23,4,1,0,2,3,5,1,,14544.8186,3584.01,0,1099,0,0,0,0,0,3,10308.66592,12673.33042,1,1,4,3,3,2,2
11002033,11,2,1,1,4,3,1,2,,4,1,5,,1,1,,4,3,1,2,3,5,1,,3160.2592,3674.72,0,0,0,0,1,0,0,3,10308.66592,6463.613282,1,1,3,4,5,3,2
11002034,11,2,2,3,4,4,1,2,,8,1,5,,1,3,22,4,1,0,2,2,2,1,,2871.454,3338.9,0,0,0,0,0,0,0,3,10308.66592,6463.613282,1,1,5,4,3,3,2
11002062,11,13,6,5,4,3,1,1,,7,1,5,,1,3,25,4,2,0,1,3,3,1,,8085.200695,2794.64,0,544.7565,0,0,1,0,0,3,7780.534684,10230.24171,1,3,3,3,3,2,3
11002063,11,20,20,5,4,3,1,2,,8,1,5,,1,3,26,4,1,0,1,3,3,1,,14626.95535,3165.2,0,1141.4078,0,0,0,0,0,3,7780.534684,10230.24171,1,3,4,3,3,3,3
11002064,11,2,2,1,5,2,0,1,,3,1,5,,1,1,,4,1,0,1,1,2,1,,14844.97276,1842.185,0,1271.3992,0,0,0,0,0,3,10308.66592,6463.613282,1,1,2,4,3,5,2
11002065,11,3,2,3,5,2,1,1,,12,1,5,,1,1,,4,4,0,1,3,3,1,,4675.763557,2394.165,0,250.8899,0,0,0,0,0,3,9765.798,6896.578474,1,2,3,4,3,4,2
11002067,11,2,1,5,4,3,1,1,,4,1,5,,1,3,27,4,1,0,1,3,3,1,,17603.98822,3474.965,0,1401.2961,0,0,0,0,0,3,10308.66592,6463.613282,1,1,4,4,3,2,3
11002068,11,1,1,5,5,3,1,2,,14,1,5,,1,3,27,4,2,0,1,2,3,1,,28291.63127,3379.43,0,2433.8755,0,0,1,0,0,3,10308.66592,6463.613282,1,1,5,4,3,3,4
11002069,11,2,2,5,4,3,1,1,,7,1,5,,3,3,24,4,1,0,1,3,1,1,,3154.4499,3667.965,0,0,0,0,1,0,0,3,10308.66592,6463.613282,1,1,3,4,3,2,2
11002070,11,3,1,6,3,2,1,1,,28,1,4,,6,2,26,3,1,0,1,2,3,1,,7958.4807,3467.245,0,0,0,413,0,0,0,3,10308.66592,4041.542869,1,1,2,2,2,5,1
11002071,11,2,1,5,4,2,1,1,,5,1,5,,1,1,,4,1,0,2,2,3,1,,7877.341208,3595.59,0,458.7856,0,0,0,0,0,3,10308.66592,38983.08195,1,1,2,1,1,2,2
11002072,11,1,1,3,3,2,1,1,,13,1,2,,1,3,26,3,2,0,1,2,1,1,,9003.2783,3586.905,0,0,491,133,1,0,0,2,10308.66592,2649.162321,1,1,2,4,3,4,3
11002073,11,2,2,4,3,3,1,1,,10,1,5,,1,3,27,4,1,0,1,3,3,1,,2803.4022,3259.77,0,0,0,0,1,0,0,3,9765.798,6896.578474,1,2,3,4,3,3,3
11002075,11,3,3,6,4,2,1,1,,5,1,5,,1,3,25,4,1,0,999999,2,2,1,1,7676.013907,3264.595,0,466.7749,0,0,1,0,0,3,9765.798,13522.25357,1,2,2,3,3,1,2
11002076,11,4,1,3,5,2,1,1,,3,1,5,,1,3,26,4,2,0,2,3,3,1,,16082.07551,3826.225,0,1226.4163,0,0,1,0,0,3,9765.798,6896.578474,1,2,2,4,3,3,4
11002077,11,4,3,5,4,2,1,1,,3,1,5,,1,3,24,4,2,0,1,2,1,1,,2928.7171,3405.485,0,0,0,0,0,0,0,3,9765.798,6896.578474,1,2,2,4,3,2,1
11002079,11,11,5,6,5,3,1,2,,9,1,5,,1,3,25,5,2,0,1,3,1,1,,10795.779,3869.65,0,716,0,0,0,0,0,3,7780.534684,5217.596635,1,3,5,4,3,4,3
11002080,11,4,1,2,4,3,1,2,,3,1,5,,1,3,23,5,1,0,1,3,3,1,,11981.16544,3506.81,0,859.5694,0,0,0,0,0,3,9765.798,6896.578474,1,2,3,4,3,3,2
11002081,11,3,2,3,4,3,1,1,,20,1,4,,1,3,26,3,1,0,1,3,1,1,,7643.221842,3820.435,0,417.7994,0,0,1,0,0,3,10308.66592,2303.344562,1,1,4,4,4,3,3
11002082,11,19,15,5,5,3,1,1,,4,2,6,,1,3,26,4,2,0,1,3,1,1,,7249.285566,1132.91,0,329.8162,0,0,2,2835,0,4,7780.534684,10532.00279,1,3,3,2,2,2,4
11002083,11,3,3,5,4,3,1,1,,12,1,5,,1,1,,4,2,0,1,2,3,1,,15633.24198,3244.33,0,1231.3632,0,0,0,0,0,3,9765.798,8348.133377,1,2,3,4,4,3,3
11002084,11,20,11,6,4,3,1,2,,6,1,5,,1,1,,4,1,0,1,3,1,1,,16409.46913,3540.585,0,1281.3582,0,0,1,0,0,3,7780.534684,10230.24171,1,3,3,3,3,2,2
11002085,11,17,11,5,5,3,1,2,,3,1,5,,1,3,24.5,4,1,0,1,3,1,1,,12896.84546,3701.74,0,931.2894591,0,0,0,0,0,3,7780.534684,5217.596635,1,3,4,4,3,2,3
11002086,11,22,4,5,5,3,1,2,,6,1,5,,1,3,27,4,1,0,1,3,3,1,,10367.44468,3582.08,0,698.6439,0,0,1,0,0,3,7780.534684,5217.596635,1,3,4,4,3,3,4
11002087,11,3,3,1,4,2,1,1,,12,1,5,,1,3,26,4,1,0,1,2,3,1,,3256.5276,3786.66,0,0,0,0,1,0,0,3,9765.798,6896.578474,1,2,2,4,3,4,2
11002088,11,1,1,1,6,3,1,2,,3,1,5,,1,1,,4,3,0,1,2,2,1,,7156.6644,2949.04,0,443,0,0,0,0,0,3,10308.66592,6463.613282,1,1,4,4,4,5,2
11002090,11,15,11,5,5,3,1,2,,6,1,5,,1,3,24,4,3,0,1,3,3,1,,12289.3429,3156.515,0,918,0,0,0,0,0,3,7780.534684,5217.596635,1,3,4,4,3,4,3
11002091,11,3,2,5,4,2,1,1,,4,1,5,,1,3,24.5,4,2,0,1,3,1,1,,8266.3597,3766.395,0,482,0,0,0,0,0,3,10308.66592,13728.38157,1,1,2,2,2,2,2
11002092,11,4,0,3,4,3,1,1,,7,1,5,,1,3,24,4,1,0,1,3,1,1,,17367.24886,3478.825,0,1378.2799,0,0,1,0,0,3,9765.798,6896.578474,1,2,3,4,3,3,3
11002093,11,15,15,5,3,3,1,2,,5,2,6,,1,3,26,4,1,0,1,3,1,1,,6521.049344,3655.42,0,96.01036857,0,0,0,2376,0,4,7780.534684,9722.599177,1,3,3,3,3,2,2
11002094,11,2,2,3,5,2,1,1,,4,1,5,,1,3,23,4,2,0,1,3,3,1,,15325.2539,3436.365,0,1186,0,0,0,0,0,3,10308.66592,13728.38157,1,1,3,2,2,3,3
11002095,11,2,2,5,4,2,1,1,,3,1,5,,3,3,22,5,2,0,1,2,3,1,,13938.5139,3339.865,0,1061,0,0,1,0,0,3,10308.66592,12673.33042,1,1,3,3,3,4,2
11002097,11,2,1,5,3,3,1,1,,25,1,5,,1,3,21,4,2,0,2,2,5,999999,,12516.88331,3559.885,0,906.5563,0,0,1,0,0,3,10308.66592,12673.33042,1,1,2,3,5,4,2
11002098,11,3,1,3,4,2,1,1,,5,1,5,,1,1,,4,1,0,2,2,1,1,,13387.5369,2056.415,0,1114,0,0,0,0,0,3,10308.66592,12673.33042,1,1,2,3,5,3,2
11002099,11,5,2,4,4,3,1,1,,10,1,5,,1,3,25,4,2,0,1,3,1,1,,15693.4768,4276.88,0,1152,0,0,1,0,0,3,9765.798,13522.25357,1,2,3,3,3,4,3
11002100,11,17,6,5,5,3,1,2,,5,1,5,,1,3,24,4,1,0,1,3,3,1,,14817.0388,3003.08,0,1173,0,0,1,0,0,3,7780.534684,10230.24171,1,3,3,3,3,4,3
11002101,11,5,3,6,5,3,1,2,,17,1,5,,1,3,25,4,1,0,1,3,1,1,,14041.56,1640.5,0,1211,0,0,0,0,0,3,9765.798,14647.97733,1,2,4,2,2,5,2
11002102,11,22,2,2,5,3,1,2,,17,1,5,,1,3,24,4,1,0,1,3,1,1,,10409.7353,3808.855,0,684,0,0,0,0,0,3,7780.534684,5217.596635,1,3,4,4,3,3,2
11003001,11,2,1,5,4,3,1,2,,3,1,5,,1,1,,4,1,1,1,2,5,2,,4527.6718,3263.63,0,165,0,0,0,0,0,3,10308.66592,38983.08195,1,1,3,1,1,2,1
11003002,11,2,2,6,4,3,1,2,,8,1,5,,1,3,24,4,999999,999999,999999,999999,999999,999999,,2866.4746,3333.11,0,0,0,0,0,0,0,3,10308.66592,12673.33042,1,1,3,3,5,3,2
11003004,11,2,1,6,4,4,1,2,,6,1,5,,1,1,,4,2,0,1,2,1,1,,24188.26244,4310.655,0,1963.672017,0,0,2,0,0,3,10308.66592,6463.613282,1,1,4,4,3,4,3
11003005,11,2,1,6,3,2,1,1,,5,1,5,,1,3,26,4,1,2,1,2,3,1,,5818.370095,3504.88,0,268.8565,0,0,0,0,0,3,10308.66592,13728.38157,1,1,2,2,2,5,2
11003008,11,2,2,6,3,3,1,2,,5,1,5,,1,1,,4,0,1,2,1,5,2,,6782.126542,3595.59,0,353.7794,0,0,0,0,0,3,10308.66592,38983.08195,1,1,3,1,1,5,1
11003010,11,2,1,7,1,2,1,1,,3,1,2,,1,1,,3,2,0,1,3,5,1,,12187.1448,3524.18,0,0,810,169,1,0,0,2,10308.66592,2649.162321,1,1,2,4,3,5,3
11003013,11,2,1,6,2,4,1,1,,12,1,5,,1,3,23,4,1,0,2,3,1,1,,16699.62323,3550.235,0,1308.3817,0,0,1,0,0,3,10308.66592,7824.03999,1,1,3,4,3,2,2
11003014,11,2,2,6,2,2,1,1,,5,1,5,,3,3,23,4,1,0,2,3,1,1,,19309.82685,3369.78,0,1573.520235,0,0,1,0,0,3,10308.66592,6463.613282,1,1,2,4,3,2,2
11003050,11,2,2,4,5,2,1,1,,4,1,5,,3,3,24,4,2,0,2,1,5,1,,11697.61835,3608.135,0,824.0289792,0,0,1,0,0,3,10308.66592,12673.33042,1,1,2,3,3,4,2
11003051,11,3,2,4,5,2,1,1,,4,1,5,,1,3,24,4,3,0,2,2,5,1,,6019.646439,3399.695,0,296.8273,0,0,0,0,0,3,10308.66592,6463.613282,1,1,3,4,3,5,1
11003052,11,3,2,4,5,2,1,1,,14,1,5,,1,3,22,4,1,0,2,2,5,1,,14262.39198,3347.585,0,1091.416,0,0,1,0,0,3,10308.66592,6463.613282,1,1,3,4,3,4,2
11003054,11,3,2,3,1,2,1,1,,14,1,5,,1,1,,4,0,1,2,1,5,7,,7470.31705,3134.32,0,457.795,0,0,0,0,0,3,10308.66592,13728.38157,1,1,2,2,5,5,1
11003057,11,3,2,1,3,2,1,1,,3,1,5,,1,1,,4,2,0,1,2,5,1,,12282.44374,3784.73,0,865.5394,0,0,1,0,0,3,10308.66592,6463.613282,1,1,3,4,3,4,1
11003066,11,9,3,3,4,3,1,1,,5,2,6,,1,1,,4,3,0,1,2,3,1,,11986.8597,3862.895,0,139,0,0,1,7215,0,4,7780.534684,4958.690343,1,3,4,4,3,4,3
11003067,11,5,4,3,3,2,1,1,,15,1,5,,1,3,24,4,2,0,1,3,1,1,,7651.347877,3139.145,0,474.7539,0,0,1,0,0,3,7780.534684,10230.24171,1,3,2,3,3,3,3
11003068,11,3,0,3,3,2,1,1,,12,1,5,,1,3,25,4,2,0,1,3,3,1,,21545.05572,3630.33,0,1766.344383,0,0,0,0,0,3,9765.798,6896.578474,1,2,2,4,3,4,3
11003069,11,5,3,3,5,1,1,1,,3,1,5,,1,3,23,4,1,0,2,3,1,1,,1780.591931,1282.485,0,64.9717,0,0,0,0,0,3,9765.798,41594.36404,1,2,1,1,1,1,2
11003070,11,12,10,6,5,3,1,2,,9,1,5,,1,3,25,4,1,0,1,3,1,1,,11013.55604,2830.345,0,822.5752,0,0,1,0,0,3,7780.534684,31468.15695,1,3,4,1,1,3,2
11003071,11,14,13,3,4,4,1,2,,4,2,6,,1,3,26,4,1,0,1,3,1,1,,16308.02709,3635.155,0,62.9716,0,0,1,12525,0,4,7780.534684,4958.690343,1,3,4,4,3,3,3
11003072,11,7,5,4,4,3,1,2,,3,1,5,,1,3,20,4,1,0,1,3,5,1,,2924.5676,3400.66,0,0,0,0,1,0,0,3,7780.534684,5217.596635,1,3,4,4,3,3,4
11003073,11,19,18,3,5,4,1,2,,10,2,6,,1,3,21,4,1,0,1,3,1,1,,7398.510236,3738.41,0,139.6431099,0,0,1,2727,0,4,7780.534684,4958.690343,1,3,5,4,3,4,3
11003074,11,23,7,6,2,4,1,2,,11,2,6,,1,3,28,4,1,0,1,3,1,1,,8556.859,3773.15,0,165,0,0,1,3591,0,4,7780.534684,4958.690343,1,3,5,4,3,4,4
11003075,11,22,10,5,4,3,1,2,,7,2,6,,1,3,20,4,1,0,1,3,3,1,,11726.19542,3564.71,0,106.9554,0,0,1,7545,0,4,7780.534684,4958.690343,1,3,4,4,3,4,3
11003077,11,1,1,3,5,2,1,1,,6,1,5,,1,3,26,4,1,0,2,3,1,1,,7475.6346,3526.11,0,426,0,0,0,0,0,3,10308.66592,38983.08195,1,1,2,1,1,2,2
11003078,11,26,18,1,4,3,1,2,,6,1,5,,1,3,19,4,1,0,1,3,3,1,,2847.3869,3310.915,0,0,0,0,1,0,0,3,7780.534684,5217.596635,1,3,4,4,3,4,3
11003079,11,15,2,3,4,3,1,2,,9,2,6,,1,3,21,4,1,0,1,3,3,1,,19190.7587,3583.045,0,138,0,0,1,14670,0,4,7780.534684,9722.599177,1,3,4,3,3,3,4
11003080,11,15,10,2,4,3,1,2,,21,2,6,,1,3,26,4,2,0,1,3,5,999999,,12174.15214,2658.575,0,123.948,0,0,1,8595,0,4,7780.534684,9722.599177,1,3,4,3,3,3,3
11003081,11,5,4,3,4,5,1,2,,17,2,5,,1,1,,4,1,0,1,3,3,1,,2762.7371,3212.485,0,0,0,0,1,0,0,3,9765.798,21034.97963,1,2,5,4,3,3,3
11003082,11,1,1,3,1,2,0,1,,31,1,1,,1,1,,3,0,1,2,1,5,2,,19307.0815,3556.025,0,0,0,78,0,0,3402,1,10308.66592,8313.799926,1,1,1,1,1,5,1
11003083,11,1,1,2,1,2,0,1,,38,1,1,,1,1,,3,1,2,1,1,2,1,,18753.9762,3510.67,0,0,0,116,0,0,3186,1,10308.66592,2927.808986,1,1,2,2,2,5,1
11003084,11,1,1,7,4,3,1,1,,21,1,5,,1,3,26,4,1,2,1,3,1,1,,12684.3052,3809.82,0,902,0,0,1,0,0,3,10308.66592,13728.38157,1,1,2,2,2,3,1
11003085,11,1,1,6,5,3,1,2,,15,1,5,,1,1,,4,1,0,1,2,4,1,,11885.41781,3487.51,0,851.9807492,0,0,0,0,0,3,10308.66592,6463.613282,1,1,3,4,3,3,2
11003086,11,1,1,1,2,4,1,1,,35,1,5,,1,3,26,4,1,1,1,3,3,1,,23522.29529,3385.22,0,1976.127142,0,0,1,0,0,3,10308.66592,12673.33042,1,1,4,3,3,2,3
11003087,11,1,1,6,4,3,1,2,,11,1,5,,1,3,24,4,2,0,1,2,3,1,,21186.03835,3558.92,0,1737.810848,0,0,1,0,0,3,10308.66592,6463.613282,1,1,3,4,3,4,3
11003088,11,1,1,6,2,3,1,1,,19,1,5,,1,3,25,4,2,1,1,2,2,1,,19949.75768,3547.34,0,1620.234447,0,0,0,0,0,3,10308.66592,12673.33042,1,1,3,3,3,5,3
11003089,11,1,1,6,3,3,1,1,,14,1,5,,1,3,26,4,1,0,1,2,1,1,,14125.1501,3666.035,0,1052,0,0,0,0,0,3,10308.66592,7824.03999,1,1,4,4,3,3,3
11003090,11,1,1,3,4,3,1,1,,15,1,5,,1,3,23,4,2,0,1,2,1,1,,13447.46767,3830.085,0,973.499,0,0,1,0,0,3,10308.66592,6463.613282,1,1,4,4,3,4,1
11003091,11,2,2,3,3,3,1,1,,3,1,5,,1,3,22,4,1,0,1,3,3,1,,2809.2115,3266.525,0,0,0,0,0,0,0,3,10308.66592,6463.613282,1,1,4,4,3,4,3
11003092,11,19,2,2,3,2,1,1,,3,2,6,,1,3,27,4,1,0,1,3,1,1,,6229.1263,3451.805,0,0,0,0,0,3260.574,0,4,7780.534684,9722.599177,1,3,2,3,3,2,2
11003093,11,4,1,5,5,3,1,2,,2,1,5,,1,3,24,4,2,1,1,3,3,1,,15951.6164,3315.74,0,1256,0,0,0,0,0,3,9765.798,8348.133377,1,2,4,4,4,4,2
11003094,11,3,1,3,6,4,1,2,,3,1,5,,1,3,25,4,2,0,1,2,3,1,,20996.3891,3675.685,0,1710,0,0,0,0,0,3,10308.66592,7824.03999,1,1,4,4,3,5,3
11004016,11,2,2,3,2,4,1,2,,11,1,1,,3,3,22,5,2,1,2,3,5,1,,13822.0438,4016.33,0,0,0,0,1,0,2304,1,10308.66592,1668.60853,1,1,4,4,3,3,2
11004017,11,1,1,3,1,3,1,1,,6,1,1,,3,3,21,3,2,0,2,2,5,1,,17612.5514,3653.49,0,0,0,163,1,0,2779.2,1,10308.66592,1378.474583,1,1,4,4,3,4,2
11004018,11,2,1,3,2,3,1,2,,7,1,1,,1,3,20,3,1,0,2,2,1,1,,17491.7556,3516.46,0,0,0,152,1,0,2808,1,10308.66592,2702.80153,1,1,3,3,3,3,1
11004021,11,2,2,6,4,2,1,1,,6,1,5,,1,3,22,4,2,0,2,2,2,1,,10640.4458,2646.03,0,802,0,0,0,0,0,3,10308.66592,7824.03999,1,1,2,4,3,4,1
11004040,11,2,1,1,2,1,1,1,,19,1,5,,1,1,,4,3,0,2,1,5,1,,3334.5382,3877.37,0,0,0,0,0,0,0,3,10308.66592,6463.613282,1,1,2,4,3,5,3
11004061,11,28,21,3,4,3,1,2,,7,2,5,,1,3,26,4,1,0,1,4,3,1,,5131.6906,3371.71,0,214,0,0,0,0,0,3,7780.534684,15913.98392,1,3,4,4,3,4,4
11004062,11,29,4,5,3,3,1,1,,4,2,6,,1,3,25,4,1,0,1,3,3,1,,5247.577275,3337.935,0,67.9725,0,0,1,1668,0,4,7780.534684,4958.690343,1,3,3,4,3,3,3
11004063,11,5,4,6,5,3,1,1,,4,1,5,,1,1,,4,2,3,1,3,1,1,,8650.7007,3767.36,0,518.77,0,0,1,0,0,3,9765.798,6896.578474,1,2,3,4,3,4,3
11004064,11,5,3,5,4,3,1,1,,17,2,6,,1,2,24,4,1,2,2,2,3,1,,17580.6999,3571.465,0,68,0,0,0,13800,0,4,7780.534684,10532.00279,1,3,3,2,2,5,2
11004065,11,4,3,5,4,2,1,1,,4,1,5,,1,2,25,4,1,0,1,3,3,1,,10222.592,2875.7,0,743,0,0,1,0,0,3,9765.798,6896.578474,1,2,2,4,3,2,3
11004066,11,7,7,3,3,3,1,2,,11,1,5,,1,3,23,4,1,0,1,3,1,999999,,9333.7708,3273.28,0,625,0,0,1,0,0,3,7780.534684,5217.596635,1,3,3,4,3,3,3
11004067,11,10,3,3,5,3,1,2,,6,1,5,,1,3,22,4,1,0,1,3,3,1,,8648.7316,3362.06,0,552,0,0,1,0,0,3,7780.534684,10230.24171,1,3,4,3,3,4,4
11004068,11,14,3,3,4,3,1,2,,6,1,5,,1,3,26,4,1,0,1,3,1,1,,11120.7052,3616.82,0,768,0,0,1,0,0,3,7780.534684,5217.596635,1,3,3,4,3,3,3
